ENSGID	GENE	DESCRIPTION	GENE_TYPE	CHR	START	END
ENSG00000184389	A3GALT2	alpha 1,3-galactosyltransferase 2	protein_coding	1	33772367	33786699
ENSG00000184394	OR4N5	olfactory receptor, family 4, subfamily N, member 5	protein_coding	14	20611895	20612821
ENSG00000184402	SS18L1	synovial sarcoma translocation gene on chromosome 18-like 1	protein_coding	20	60718822	60757540
ENSG00000184408	KCND2	potassium voltage-gated channel, Shal-related subfamily, member 2	protein_coding	7	119913722	120390385
ENSG00000184414	RP11-44M6.3		pseudogene	7	100167754	100168759
ENSG00000184428	TOP1MT	topoisomerase (DNA) I, mitochondrial	protein_coding	8	144386554	144442149
ENSG00000184432	COPB2	coatomer protein complex, subunit beta 2 (beta prime)	protein_coding	3	139074442	139108574
ENSG00000184434	LRRC19	leucine rich repeat containing 19	protein_coding	9	26993134	27005691
ENSG00000184436	THAP7	THAP domain containing 7	protein_coding	22	21354061	21356174
ENSG00000184445	KNTC1	kinetochore associated 1	protein_coding	12	123011793	123110943
ENSG00000184451	CCR10	chemokine (C-C motif) receptor 10	protein_coding	17	40830907	40835838
ENSG00000184454	NCMAP	noncompact myelin associated protein	protein_coding	1	24882602	24935819
ENSG00000184459	BPIFC	BPI fold containing family C	protein_coding	22	32809834	32860471
ENSG00000184465	WDR27	WD repeat domain 27	protein_coding	6	169857307	170102159
ENSG00000184470	TXNRD2	thioredoxin reductase 2	protein_coding	22	19863040	19921049
ENSG00000184471	C1QTNF8	C1q and tumor necrosis factor related protein 8	protein_coding	16	1140005	1146244
ENSG00000184486	POU3F2	POU class 3 homeobox 2	protein_coding	6	99282580	99286660
ENSG00000184489	PTP4A3	protein tyrosine phosphatase type IVA, member 3	protein_coding	8	142402093	142441620
ENSG00000184492	FOXD4L1	forkhead box D4-like 1	protein_coding	2	114256661	114258728
ENSG00000184497	TMEM255B	transmembrane protein 255B	protein_coding	13	114462216	114514926
ENSG00000184500	PROS1	protein S (alpha)	protein_coding	3	93591881	93692910
ENSG00000184507	NUTM1	NUT midline carcinoma, family member 1	protein_coding	15	34635516	34649938
ENSG00000184508	HDDC3	HD domain containing 3	protein_coding	15	91474148	91475799
ENSG00000184517	ZFP1	ZFP1 zinc finger protein	protein_coding	16	75182390	75206134
ENSG00000184524	CEND1	cell cycle exit and neuronal differentiation 1	protein_coding	11	787104	790123
ENSG00000184530	C6orf58	chromosome 6 open reading frame 58	protein_coding	6	127840600	127912962
ENSG00000184544	DHRS7C	dehydrogenase/reductase (SDR family) member 7C	protein_coding	17	9674751	9694614
ENSG00000184545	DUSP8	dual specificity phosphatase 8	protein_coding	11	1575274	1593150
ENSG00000184551	AC132872.1		pseudogene	17	80206943	80209703
ENSG00000184557	SOCS3	suppressor of cytokine signaling 3	protein_coding	17	76352864	76356158
ENSG00000184564	SLITRK6	SLIT and NTRK-like family, member 6	protein_coding	13	86366925	86373623
ENSG00000184566	AC132216.1	HCG1785179; PRO1787; Uncharacterized protein 	protein_coding	11	33902189	33903338
ENSG00000184571	PIWIL3	piwi-like RNA-mediated gene silencing 3	protein_coding	22	25115001	25170687
ENSG00000184574	LPAR5	lysophosphatidic acid receptor 5	protein_coding	12	6728001	6745613
ENSG00000184575	XPOT	exportin, tRNA	protein_coding	12	64798130	64844907
ENSG00000184584	TMEM173	transmembrane protein 173	protein_coding	5	138855549	138862375
ENSG00000184588	PDE4B	phosphodiesterase 4B, cAMP-specific	protein_coding	1	66258197	66840259
ENSG00000184599	FAM19A3	family with sequence similarity 19 (chemokine (C-C motif)-like), member A3	protein_coding	1	113263041	113269857
ENSG00000184601	C14orf180	chromosome 14 open reading frame 180	protein_coding	14	105046021	105056852
ENSG00000184602	SNN	stannin	protein_coding	16	11762270	11772935
ENSG00000184608	C8orf12	chromosome 8 open reading frame 12	protein_coding	8	11241322	11296167
ENSG00000184611	KCNH7	potassium voltage-gated channel, subfamily H (eag-related), member 7	protein_coding	2	163228106	163695240
ENSG00000184612	RPL7P26	ribosomal protein L7 pseudogene 26	pseudogene	6	17531130	17531883
ENSG00000184613	NELL2	NEL-like 2 (chicken)	protein_coding	12	44902058	45315631
ENSG00000184616	AC004166.6		pseudogene	7	74320406	74331163
ENSG00000184617	ZNF840	zinc finger protein 840	pseudogene	20	45113100	45121279
ENSG00000184619	KRBA2	KRAB-A domain containing 2	protein_coding	17	8271955	8280029
ENSG00000184635	ZNF93	zinc finger protein 93	protein_coding	19	20011722	20046384
ENSG00000184640	SEPT9	septin 9	protein_coding	17	75276651	75496678
ENSG00000184647	PRSS55	protease, serine, 55	protein_coding	8	10383056	10411676
ENSG00000184650	ODF4	outer dense fiber of sperm tails 4	protein_coding	17	8243182	8249364
ENSG00000184661	CDCA2	cell division cycle associated 2	protein_coding	8	25316513	25365436
ENSG00000184669	OR7E14P	olfactory receptor, family 7, subfamily E, member 14 pseudogene	pseudogene	11	17035594	17074583
ENSG00000184672	RALYL	RALY RNA binding protein-like	protein_coding	8	85095022	85834079
ENSG00000184674	GSTT1	glutathione S-transferase theta 1	protein_coding	22	24376212	24384680
ENSG00000184677	ZBTB40	zinc finger and BTB domain containing 40	protein_coding	1	22778344	22857650
ENSG00000184678	HIST2H2BE	histone cluster 2, H2be	protein_coding	1	149856010	149858232
ENSG00000184682	C11orf89	chromosome 11 open reading frame 89	protein_coding	11	1910375	1912084
ENSG00000184697	CLDN6	claudin 6	protein_coding	16	3064713	3070072
ENSG00000184702	SEPT5	septin 5	protein_coding	22	19701987	19712295
ENSG00000184708	EIF4ENIF1	eukaryotic translation initiation factor 4E nuclear import factor 1	protein_coding	22	31832963	31892094
ENSG00000184709	LRRC26	leucine rich repeat containing 26	protein_coding	9	140063210	140064503
ENSG00000184719	RNLS	renalase, FAD-dependent amine oxidase	protein_coding	10	90033621	90344287
ENSG00000184730	APOBR	apolipoprotein B receptor	protein_coding	16	28505970	28510291
ENSG00000184731	FAM110C	family with sequence similarity 110, member C	protein_coding	2	38814	46870
ENSG00000184743	ATL3	atlastin GTPase 3	protein_coding	11	63391559	63439393
ENSG00000184752	NDUFA12	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 12	protein_coding	12	95290831	95397546
ENSG00000184761	AC013269.5	Uncharacterized protein 	protein_coding	2	131296668	131307456
ENSG00000184774	RP11-480I12.4	Putative inactive alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase-like protein LOC641515 	protein_coding	1	202789394	202796353
ENSG00000184786	TCTE3	t-complex-associated-testis-expressed 3	protein_coding	6	170140210	170151655
ENSG00000184787	UBE2G2	ubiquitin-conjugating enzyme E2G 2	protein_coding	21	46188955	46221934
ENSG00000184792	OSBP2	oxysterol binding protein 2	protein_coding	22	31089769	31303811
ENSG00000184795	UNC93B5	unc-93 homolog B5 pseudogene (C. elegans)	pseudogene	11	67479173	67483476
ENSG00000184809	C21orf88	chromosome 21 open reading frame 88	protein_coding	21	40969074	40984748
ENSG00000184811	TUSC5	tumor suppressor candidate 5	protein_coding	17	1182957	1204281
ENSG00000184828	ZBTB7C	zinc finger and BTB domain containing 7C	protein_coding	18	45553044	45937123
ENSG00000184838	PRR16	proline rich 16	protein_coding	5	119799973	120023027
ENSG00000184840	TMED9	transmembrane emp24 protein transport domain containing 9	protein_coding	5	177019159	177023125
ENSG00000184845	DRD1	dopamine receptor D1	protein_coding	5	174867042	174871211
ENSG00000184857	TMEM186	transmembrane protein 186	protein_coding	16	8874241	8891505
ENSG00000184860	SDR42E1	short chain dehydrogenase/reductase family 42E, member 1	protein_coding	16	82031221	82045093
ENSG00000184863	RBM33	RNA binding motif protein 33	protein_coding	7	155437145	155574179
ENSG00000184886	PIGW	phosphatidylinositol glycan anchor biosynthesis, class W	protein_coding	17	34892943	34895159
ENSG00000184887	BTBD6	BTB (POZ) domain containing 6	protein_coding	14	105715249	105717430
ENSG00000184897	H1FX	H1 histone family, member X	protein_coding	3	129033615	129035120
ENSG00000184898	RBM43	RNA binding motif protein 43	protein_coding	2	152104454	152118393
ENSG00000184900	SUMO3	small ubiquitin-like modifier 3	protein_coding	21	46225532	46238694
ENSG00000184903	IMMP2L	IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae)	protein_coding	7	110303110	111202573
ENSG00000184908	CLCNKB	chloride channel, voltage-sensitive Kb	protein_coding	1	16370272	16383803
ENSG00000184916	JAG2	jagged 2	protein_coding	14	105607318	105635161
ENSG00000184922	FMNL1	formin-like 1	protein_coding	17	43299590	43324633
ENSG00000184923	NUTM2A	NUT family member 2A	protein_coding	10	88985205	88996665
ENSG00000184924	PTRHD1	peptidyl-tRNA hydrolase domain containing 1	protein_coding	2	25012603	25016004
ENSG00000184925	LCN12	lipocalin 12	protein_coding	9	139844003	139849949
ENSG00000184933	OR6A2	olfactory receptor, family 6, subfamily A, member 2	protein_coding	11	6815756	6817128
ENSG00000184937	WT1	Wilms tumor 1	protein_coding	11	32409321	32457063
ENSG00000184939	ZFP90	ZFP90 zinc finger protein	protein_coding	16	68563993	68609975
ENSG00000184945	AQP12A	aquaporin 12A	protein_coding	2	241631262	241637900
ENSG00000184949	FAM227A	family with sequence similarity 227, member A	protein_coding	22	38974125	39052634
ENSG00000184956	MUC6	mucin 6, oligomeric mucus/gel-forming	protein_coding	11	1012821	1036706
ENSG00000184967	NOC4L	nucleolar complex associated 4 homolog (S. cerevisiae)	protein_coding	12	132628993	132637013
ENSG00000184979	USP18	ubiquitin specific peptidase 18	protein_coding	22	18632666	18660164
ENSG00000184983	NDUFA6	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 6, 14kDa	protein_coding	22	42481529	42486934
ENSG00000184984	CHRM5	cholinergic receptor, muscarinic 5	protein_coding	15	34260921	34357291
ENSG00000184985	SORCS2	sortilin-related VPS10 domain containing receptor 2	protein_coding	4	7194265	7744554
ENSG00000184986	TMEM121	transmembrane protein 121	protein_coding	14	105992940	105996539
ENSG00000184988	TMEM106A	transmembrane protein 106A	protein_coding	17	41363854	41372061
ENSG00000184990	SIVA1	SIVA1, apoptosis-inducing factor	protein_coding	14	105219437	105234831
ENSG00000184992	BRI3BP	BRI3 binding protein	protein_coding	12	125478246	125515777
ENSG00000184995	IFNE	interferon, epsilon	protein_coding	9	21480841	21482312
ENSG00000184999	SLC22A10	solute carrier family 22, member 10	protein_coding	11	62905339	63137190
ENSG00000185000	DGAT1	diacylglycerol O-acyltransferase 1	protein_coding	8	145539954	145550573
ENSG00000185002	RFX6	regulatory factor X, 6	protein_coding	6	117198423	117253326
ENSG00000185008	ROBO2	roundabout, axon guidance receptor, homolog 2 (Drosophila)	protein_coding	3	75955846	77699115
ENSG00000185009	AP3M1	adaptor-related protein complex 3, mu 1 subunit	protein_coding	10	75881524	75910821
ENSG00000185013	NT5C1B	5'-nucleotidase, cytosolic IB	protein_coding	2	18744138	18770838
ENSG00000185015	CA13	carbonic anhydrase XIII	protein_coding	8	86132816	86196302
ENSG00000185019	UBOX5	U-box domain containing 5	protein_coding	20	3088219	3140842
ENSG00000185022	MAFF	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog F	protein_coding	22	38597889	38612518
ENSG00000185024	BRF1	BRF1, RNA polymerase III transcription initiation factor 90 kDa subunit	protein_coding	14	105675623	105781926
ENSG00000185028	LRRC14B	leucine rich repeat containing 14B	protein_coding	5	191626	195468
ENSG00000185033	SEMA4B	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B	protein_coding	15	90703836	90772908
ENSG00000185037	ZNF733P	zinc finger protein 733, pseudogene	pseudogene	7	62751896	62764434
ENSG00000185038	MROH2A	maestro heat-like repeat family member 2A	protein_coding	2	234684370	234742061
ENSG00000185040	AC004980.11		pseudogene	7	76163011	76170884
ENSG00000185043	CIB1	calcium and integrin binding 1 (calmyrin)	protein_coding	15	90773207	90776935
ENSG00000185046	ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B	protein_coding	12	99120235	100378432
ENSG00000185049	NELFA	negative elongation factor complex member A	protein_coding	4	1984441	2043630
ENSG00000185052	SLC24A3	solute carrier family 24 (sodium/potassium/calcium exchanger), member 3	protein_coding	20	19193290	19703581
ENSG00000185053	SGCZ	sarcoglycan, zeta	protein_coding	8	13947373	15095848
ENSG00000185055	EFCAB10	EF-hand calcium binding domain 10	protein_coding	7	105205567	105241322
ENSG00000185056	C5orf47	chromosome 5 open reading frame 47	protein_coding	5	173400782	173433143
ENSG00000185069	KRT76	keratin 76	protein_coding	12	53161939	53171129
ENSG00000185070	FLRT2	fibronectin leucine rich transmembrane protein 2	protein_coding	14	85996488	86095034
ENSG00000185074	OR7E31P	olfactory receptor, family 7, subfamily E, member 31 pseudogene	pseudogene	9	92978321	92979206
ENSG00000185078	AC093698.1		pseudogene	2	208896107	208896677
ENSG00000185085	INTS5	integrator complex subunit 5	protein_coding	11	62414320	62420774
ENSG00000185087	FAM169B	family with sequence similarity 169, member B	protein_coding	15	98980391	99057611
ENSG00000185088	RPS27L	ribosomal protein S27-like	protein_coding	15	63418071	63450220
ENSG00000185090	MANEAL	mannosidase, endo-alpha-like	protein_coding	1	38259474	38266809
ENSG00000185100	ADSSL1	adenylosuccinate synthase like 1	protein_coding	14	105190523	105213647
ENSG00000185101	ANO9	anoctamin 9	protein_coding	11	418263	442011
ENSG00000185104	FAF1	Fas (TNFRSF6) associated factor 1	protein_coding	1	50905150	51425935
ENSG00000185105	MYADML2	myeloid-associated differentiation marker-like 2	protein_coding	17	79897521	79905013
ENSG00000185112	FAM43A	family with sequence similarity 43, member A	protein_coding	3	194406622	194409762
ENSG00000185115	NDNL2	necdin-like 2	protein_coding	15	29560353	29562033
ENSG00000185122	HSF1	heat shock transcription factor 1	protein_coding	8	145515280	145538252
ENSG00000185127	C6orf120	chromosome 6 open reading frame 120	protein_coding	6	170102233	170106401
ENSG00000185128	TBC1D3F	TBC1 domain family, member 3F	protein_coding	17	36283971	36294915
ENSG00000185129	PURA	purine-rich element binding protein A	protein_coding	5	139487362	139496321
ENSG00000185133	INPP5J	inositol polyphosphate-5-phosphatase J	protein_coding	22	31518717	31530682
ENSG00000185149	NPY2R	neuropeptide Y receptor Y2	protein_coding	4	156129781	156138230
ENSG00000185155	MIXL1	Mix paired-like homeobox	protein_coding	1	226411319	226414755
ENSG00000185156	MFSD6L	major facilitator superfamily domain containing 6-like	protein_coding	17	8700436	8702667
ENSG00000185158	LRRC37B	leucine rich repeat containing 37B	protein_coding	17	30334891	30380523
ENSG00000185162	AP001324.1		pseudogene	11	74409389	74409869
ENSG00000185163	DDX51	DEAD (Asp-Glu-Ala-Asp) box polypeptide 51	protein_coding	12	132621139	132628880
ENSG00000185164	NOMO2	NODAL modulator 2	protein_coding	16	18511182	18573533
ENSG00000185168	LINC00482	long intergenic non-protein coding RNA 482	lincRNA	17	79277571	79283048
ENSG00000185176	AQP12B	aquaporin 12B	protein_coding	2	241615835	241622323
ENSG00000185182	GOLGA8DP	golgin A8 family, member D, pseudogene	pseudogene	15	22704721	22715604
ENSG00000185186	LINC00313	long intergenic non-protein coding RNA 313	lincRNA	21	44881974	44899414
ENSG00000185187	SIGIRR	single immunoglobulin and toll-interleukin 1 receptor (TIR) domain	protein_coding	11	405716	417397
ENSG00000185189	NRBP2	nuclear receptor binding protein 2	protein_coding	8	144915891	144924200
ENSG00000185198	PRSS57	protease, serine, 57	protein_coding	19	685521	695460
ENSG00000185201	IFITM2	interferon induced transmembrane protein 2	protein_coding	11	307631	309395
ENSG00000185215	TNFAIP2	tumor necrosis factor, alpha-induced protein 2	protein_coding	14	103589779	103603776
ENSG00000185219	ZNF445	zinc finger protein 445	protein_coding	3	44481262	44519162
ENSG00000185220	PGBD2	piggyBac transposable element derived 2	protein_coding	1	249200395	249214145
ENSG00000185231	MC2R	melanocortin 2 receptor (adrenocorticotropic hormone)	protein_coding	18	13882043	13915706
ENSG00000185236	RAB11B	RAB11B, member RAS oncogene family	protein_coding	19	8454865	8469318
ENSG00000185238	PRMT3	protein arginine methyltransferase 3	protein_coding	11	20409076	20530840
ENSG00000185245	GP1BA	glycoprotein Ib (platelet), alpha polypeptide	protein_coding	17	4835592	4838325
ENSG00000185250	PPIL6	peptidylprolyl isomerase (cyclophilin)-like 6	protein_coding	6	109711418	109761965
ENSG00000185252	ZNF74	zinc finger protein 74	protein_coding	22	20748405	20762745
ENSG00000185261	KIAA0825	KIAA0825	protein_coding	5	93488671	93918288
ENSG00000185262	UBALD2	UBA-like domain containing 2	protein_coding	17	74261283	74267375
ENSG00000185264	TEX33	testis expressed 33	protein_coding	22	37387163	37403882
ENSG00000185267	CDNF	cerebral dopamine neurotrophic factor	protein_coding	10	14861249	14880574
ENSG00000185269	NOTUM	notum pectinacetylesterase homolog (Drosophila)	protein_coding	17	79910388	79919716
ENSG00000185271	KLHL33	kelch-like family member 33	protein_coding	14	20896970	20903801
ENSG00000185272	RBM11	RNA binding motif protein 11	protein_coding	21	15588451	15600693
ENSG00000185274	WBSCR17	Williams-Beuren syndrome chromosome region 17	protein_coding	7	70597155	71178585
ENSG00000185278	ZBTB37	zinc finger and BTB domain containing 37	protein_coding	1	173837220	173872687
ENSG00000185290	NUPR1L	nuclear protein, transcriptional regulator, 1-like	protein_coding	7	56182374	56184093
