ENSGID	GENE	DESCRIPTION	GENE_TYPE	CHR	START	END	n	p.HMP	p.EBM	P	log10maxP
ENSG00000172965	MIR4435-1HG	MIR4435-1 host gene (non-protein coding)	lincRNA	2	111953927	112252677	15	0.306568033937843	0.500456508318672	0.500456508318672	0.300633658480199
ENSG00000172967	XKR3	XK, Kell blood group complex subunit-related family, member 3	protein_coding	22	17264302	17302589	3	0.140560418694849	0.224666839536364	0.224666839536364	0.648461024016716
ENSG00000172974	AC007318.5		pseudogene	2	65432137	65433396	2	0.383295617448904	0.286923432966716	0.383295617448904	0.416466146382587
ENSG00000172977	KAT5	K(lysine) acetyltransferase 5	protein_coding	11	65479467	65484453	5	0.664452785298207	0.550306001184056	0.664452785298207	0.177535873732478
ENSG00000172985	SH3RF3	SH3 domain containing ring finger 3	protein_coding	2	109745804	110262207	12	0.869406811379434	0.831493132117953	0.869406811379434	0.0607769616458553
ENSG00000172986	GXYLT2	glucoside xylosyltransferase 2	protein_coding	3	72937224	73026077	32	0.953330686569875	0.728840066891372	0.953330686569875	0.0207564273350536
ENSG00000172987	HPSE2	heparanase 2	protein_coding	10	100218875	100995619	11	0.857448122852296	0.803270714699113	0.857448122852296	0.066792146084635
ENSG00000172992	DCAKD	dephospho-CoA kinase domain containing	protein_coding	17	43100708	43138473	36	0.183679010182176	0.0986928519945981	0.183679010182176	0.735940469621718
ENSG00000172995	ARPP21	cAMP-regulated phosphoprotein, 21kDa	protein_coding	3	35680437	35835988	5	0.504947198500249	0.532768078852184	0.532768078852184	0.273461804096117
ENSG00000173011	TADA2B	transcriptional adaptor 2B	protein_coding	4	7045118	7059679	7	0.890812220724453	0.997336001775521	0.997336001775521	0.00115850354044021
ENSG00000173013	CCDC96	coiled-coil domain containing 96	protein_coding	4	7042579	7044728	5	0.70025879872189	0.755026071880944	0.755026071880944	0.122038051445608
ENSG00000173039	RELA	v-rel avian reticuloendotheliosis viral oncogene homolog A	protein_coding	11	65421067	65430565	6	0.734524992082312	0.748897491789192	0.748897491789192	0.125577623952071
ENSG00000173040	EVC2	Ellis van Creveld syndrome 2	protein_coding	4	5544499	5711275	11	0.928525924015322	0.990609335242972	0.990609335242972	0.00409758365680638
ENSG00000173041	ZNF680	zinc finger protein 680	protein_coding	7	63980262	64023484	20	0.0998897303207951	0.0199709708873645	0.0998897303207951	1.00047915936433
ENSG00000173064	HECTD4	HECT domain containing E3 ubiquitin protein ligase 4	protein_coding	12	112597992	112819896	4	0.748035516452948	0.843407115154749	0.843407115154749	0.0739627395087163
ENSG00000173065	FAM222B	family with sequence similarity 222, member B	protein_coding	17	27082996	27169857	9	0.728552340967866	0.705069831970701	0.728552340967866	0.137539242003857
ENSG00000173068	BNC2	basonuclin 2	protein_coding	9	16409501	16870841	6	0.842485176806967	0.935158118143769	0.935158118143769	0.0291149516605375
ENSG00000173077	DEC1	deleted in esophageal cancer 1	protein_coding	9	117904097	118164923	6	0.609820674257503	0.499289248570224	0.609820674257503	0.2147978561862
ENSG00000173083	HPSE	heparanase	protein_coding	4	84213614	84256306	11	0.942213123474859	0.985785422982591	0.985785422982591	0.00621760813811139
ENSG00000173085	COQ2	coenzyme Q2 4-hydroxybenzoate polyprenyltransferase	protein_coding	4	84182689	84206067	8	0.521257465162188	0.638784063828504	0.638784063828504	0.194645927032105
ENSG00000173088	C10orf131	chromosome 10 open reading frame 131	protein_coding	10	97667360	97698480	7	0.560717399036785	0.383084061281669	0.560717399036785	0.251255967553317
ENSG00000173110	HSPA6	heat shock 70kDa protein 6 (HSP70B')	protein_coding	1	161494036	161496681	5	0.519861523532868	0.673992952573434	0.673992952573434	0.171344644524726
ENSG00000173113	TRMT112	tRNA methyltransferase 11-2 homolog (S. cerevisiae)	protein_coding	11	64084216	64085556	27	0.86563354591045	0.530203123524534	0.86563354591045	0.0626659216904833
ENSG00000173114	LRRN3	leucine rich repeat neuronal 3	protein_coding	7	110731062	110765510	5	0.52522629037078	0.607180835928189	0.607180835928189	0.216681944263402
ENSG00000173120	KDM2A	lysine (K)-specific demethylase 2A	protein_coding	11	66886740	67025558	4	0.251539528820636	0.260632686098537	0.260632686098537	0.583971120081354
ENSG00000173124	C10orf129	chromosome 10 open reading frame 129	protein_coding	10	96953957	96988685	13	0.877607620285676	0.797807991319078	0.877607620285676	0.0566996144287287
ENSG00000173137	ADCK5	aarF domain containing kinase 5	protein_coding	8	145596790	145618443	10	0.163645289855044	0.389734007593502	0.389734007593502	0.409231696681499
ENSG00000173141	MRP63	mitochondrial ribosomal protein 63	protein_coding	13	21750784	21753223	2	0.0792854826923647	0.0507297652155343	0.0792854826923647	1.1008063254664
ENSG00000173145	NOC3L	nucleolar complex associated 3 homolog (S. cerevisiae)	protein_coding	10	96075085	96122716	34	0.911011851889017	0.618306850834402	0.911011851889017	0.0404759729978925
ENSG00000173153	ESRRA	estrogen-related receptor alpha	protein_coding	11	64073044	64083931	6	0.592730159561549	0.730596927047032	0.730596927047032	0.136322158799881
ENSG00000173156	RHOD	ras homolog family member D	protein_coding	11	66824289	66839484	35	0.965554469806384	0.548023855297768	0.965554469806384	0.0152232213469589
ENSG00000173166	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	protein_coding	2	204259068	204400133	3	0.603011653138002	0.604754842651898	0.604754842651898	0.218420645283443
ENSG00000173171	MTX1	metaxin 1	protein_coding	1	155178490	155183615	4	0.775168732262827	0.929160826798423	0.929160826798423	0.0319091082388966
ENSG00000173175	ADCY5	adenylate cyclase 5	protein_coding	3	123001143	123168605	15	0.706439199996577	0.536814635985291	0.706439199996577	0.15092520995447
ENSG00000173193	PARP14	poly (ADP-ribose) polymerase family, member 14	protein_coding	3	122399465	122449687	34	0.385460828321392	0.178329022582083	0.385460828321392	0.414019749670727
ENSG00000173200	PARP15	poly (ADP-ribose) polymerase family, member 15	protein_coding	3	122296449	122357894	22	0.638503878363216	0.436693941643311	0.638503878363216	0.194836460426207
ENSG00000173208	ABCD2	ATP-binding cassette, sub-family D (ALD), member 2	protein_coding	12	39943835	40013553	6	0.838872923033732	0.944376228131793	0.944376228131793	0.0248549535301209
ENSG00000173209	AHSA2	AHA1, activator of heat shock 90kDa protein ATPase homolog 2 (yeast)	protein_coding	2	61404553	61418338	50	0.249355065977437	0.297256304329981	0.297256304329981	0.526868925921419
ENSG00000173210	ABLIM3	actin binding LIM protein family, member 3	protein_coding	5	148521046	148640105	21	0.902597055015478	0.776017443537602	0.902597055015478	0.0445060878251946
ENSG00000173212	MAB21L3	mab-21-like 3 (C. elegans)	protein_coding	1	116654376	116677861	4	0.436039903091011	0.317021696402531	0.436039903091011	0.360473765549599
ENSG00000173214	KIAA1919	KIAA1919	protein_coding	6	111580551	111592370	32	0.985105451715538	0.790869328322098	0.985105451715538	0.00651727747510188
ENSG00000173218	VANGL1	VANGL planar cell polarity protein 1	protein_coding	1	116184574	116240845	27	0.993656241812442	0.862972086519706	0.993656241812442	0.00276383502424805
ENSG00000173221	GLRX	glutaredoxin (thioltransferase)	protein_coding	5	95087023	95158709	14	0.00567449423914816	0.15276931165603	0.15276931165603	0.815963878201424
ENSG00000173226	IQCB1	IQ motif containing B1	protein_coding	3	121488610	121553926	51	0.998746454361868	0.669166044886994	0.998746454361868	0.000544749458987322
ENSG00000173230	GOLGB1	golgin B1	protein_coding	3	121382046	121468602	5	0.431610522862824	0.37443089429692	0.431610522862824	0.364907975561073
ENSG00000173239	LIPM	lipase, family member M	protein_coding	10	90562487	90580303	8	0.74083399785712	0.658294368526867	0.74083399785712	0.130279095517612
ENSG00000173250	GPR151	G protein-coupled receptor 151	protein_coding	5	145892666	145895753	2	0.210185614589895	0.110817737149196	0.210185614589895	0.677397011038594
ENSG00000173253	DMRT2	doublesex and mab-3 related transcription factor 2	protein_coding	9	1050354	1057552	13	0.509518576001412	0.489711487042873	0.509518576001412	0.292839977883569
ENSG00000173258	ZNF483	zinc finger protein 483	protein_coding	9	114287439	114340124	22	0.882793042596705	0.75227632914173	0.882793042596705	0.0541410982264746
ENSG00000173261	PLAC8L1	PLAC8-like 1	protein_coding	5	145463949	145483932	6	0.786952918255661	0.734016738034332	0.786952918255661	0.104051249792668
ENSG00000173262	SLC2A14	solute carrier family 2 (facilitated glucose transporter), member 14	protein_coding	12	7965108	8043744	33	0.968939202624316	0.724424516982022	0.968939202624316	0.013703472477751
ENSG00000173264	GPR137	G protein-coupled receptor 137	protein_coding	11	64037810	64056972	6	0.677532582549117	0.704926256803627	0.704926256803627	0.151856312708399
ENSG00000173267	SNCG	synuclein, gamma (breast cancer-specific protein 1)	protein_coding	10	88718375	88723017	13	0.00863685759316648	0.293655698698934	0.293655698698934	0.53216156679621
ENSG00000173269	MMRN2	multimerin 2	protein_coding	10	88695297	88717620	4	0.524283479291013	0.419128589102306	0.524283479291013	0.28043382713425
ENSG00000173272	MZT2A	mitotic spindle organizing protein 2A	protein_coding	2	132222473	132250316	48	0.000795838714185871	0.0829362549098843	0.0829362549098843	1.08125557963867
ENSG00000173273	TNKS	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase	protein_coding	8	9414031	9639856	6	0.861107784304017	0.884692950433677	0.884692950433677	0.0532074333366008
ENSG00000173276	ZBTB21	zinc finger and BTB domain containing 21	protein_coding	21	43406940	43430496	3	0.688440538249407	0.825295512365256	0.825295512365256	0.0833905164080476
ENSG00000173281	PPP1R3B	protein phosphatase 1, regulatory subunit 3B	protein_coding	8	8993765	9009084	8	0.703257216801779	0.842075032062609	0.842075032062609	0.0746492094992275
ENSG00000173295	FAM86B3P	family with sequence similarity 86, member B3, pseudogene	pseudogene	8	8086117	8102387	34	0.993146899298619	0.984845053938739	0.993146899298619	0.00298650897057006
ENSG00000173320	STOX2	storkhead box 2	protein_coding	4	184774584	184944679	9	0.0807702545848416	0.41089113082778	0.41089113082778	0.386273232975474
ENSG00000173327	MAP3K11	mitogen-activated protein kinase kinase kinase 11	protein_coding	11	65365226	65381720	33	0.942163548725366	0.509200416370029	0.942163548725366	0.0258737021500691
ENSG00000173334	TRIB1	tribbles pseudokinase 1	protein_coding	8	126442563	126450647	4	0.579046770670402	0.612557626689964	0.612557626689964	0.212853048553287
ENSG00000173335	CST9	cystatin 9 (testatin)	protein_coding	20	23583047	23586513	2	0.680846098588382	0.866215950652605	0.866215950652605	0.0623738233577019
ENSG00000173338	KCNK7	potassium channel, subfamily K, member 7	protein_coding	11	65360326	65363467	11	0.806345318672164	0.649433071041496	0.806345318672164	0.0934789310524911
ENSG00000173369	C1QB	complement component 1, q subcomponent, B chain	protein_coding	1	22979255	22988031	3	0.672303091450164	0.737004175606149	0.737004175606149	0.132530051574365
ENSG00000173372	C1QA	complement component 1, q subcomponent, A chain	protein_coding	1	22962999	22966101	5	0.662118987527821	0.587453789146602	0.662118987527821	0.179063957715542
ENSG00000173376	NDNF	neuron-derived neurotrophic factor	protein_coding	4	121956768	121994176	17	0.862780684754676	0.73660150291837	0.862780684754676	0.0640995860988826
ENSG00000173391	OLR1	oxidized low density lipoprotein (lectin-like) receptor 1	protein_coding	12	10310902	10324737	10	0.553214533971893	0.420846556951414	0.553214533971893	0.257106418691291
ENSG00000173401	GLIPR1L1	GLI pathogenesis-related 1 like 1	protein_coding	12	75728419	75764340	5	0.572371740596792	0.537412790203102	0.572371740596792	0.242321816571664
ENSG00000173402	DAG1	dystroglycan 1 (dystrophin-associated glycoprotein 1)	protein_coding	3	49506146	49573048	4	0.694556661261724	0.723571441373766	0.723571441373766	0.140518582633872
ENSG00000173404	INSM1	insulinoma-associated 1	protein_coding	20	20348765	20351590	3	0.593616258926567	0.65218622006362	0.65218622006362	0.185628381570469
ENSG00000173406	DAB1	Dab, reelin signal transducer, homolog 1 (Drosophila)	protein_coding	1	57460451	58809075	18	0.889987715123285	0.823106662457617	0.889987715123285	0.0506159880640652
ENSG00000173409	ARV1	ARV1 homolog (S. cerevisiae)	protein_coding	1	231114727	231136341	21	0.92152284472841	0.574601009783178	0.92152284472841	0.0354938940677918
ENSG00000173418	NAA20	N(alpha)-acetyltransferase 20, NatB catalytic subunit	protein_coding	20	19997760	20014299	5	0.486358299543795	0.496380560402749	0.496380560402749	0.304185234979774
ENSG00000173421	CCDC36	coiled-coil domain containing 36	protein_coding	3	49235861	49295537	26	0.985490553982596	0.766548749225846	0.985490553982596	0.00634753411705465
ENSG00000173432	SAA1	serum amyloid A1	protein_coding	11	18287721	18291524	4	0.610861126829578	0.556820079052554	0.610861126829578	0.214057511045052
ENSG00000173436	MINOS1	mitochondrial inner membrane organizing system 1	protein_coding	1	19923477	19956314	5	0.649562619071934	0.656410221771068	0.656410221771068	0.182824664632647
ENSG00000173442	EHBP1L1	EH domain binding protein 1-like 1	protein_coding	11	65343509	65360121	10	0.632231223929147	0.572363372378605	0.632231223929147	0.199124059516253
ENSG00000173451	THAP2	THAP domain containing, apoptosis associated protein 2	protein_coding	12	72057750	72074419	4	0.531440625790865	0.419916613394047	0.531440625790865	0.274545249168495
ENSG00000173456	RNF26	ring finger protein 26	protein_coding	11	119205237	119208023	9	0.0150770537504206	0.0272623239773966	0.0272623239773966	1.56443712548081
ENSG00000173457	PPP1R14B	protein phosphatase 1, regulatory (inhibitor) subunit 14B	protein_coding	11	64011956	64014410	27	0.187272270246738	0.0891925618228224	0.187272270246738	0.727526524655665
ENSG00000173467	AGR3	anterior gradient 3	protein_coding	7	16899029	16921611	4	0.797405954384803	0.935371012302032	0.935371012302032	0.0290160932604652
ENSG00000173473	SMARCC1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1	protein_coding	3	47626762	47823596	4	0.0519773372407419	0.155727700306252	0.155727700306252	0.807634129755879
ENSG00000173480	ZNF417	zinc finger protein 417	protein_coding	19	58411664	58427978	36	0.842529819532115	0.413430306371041	0.842529819532115	0.0744147192648481
ENSG00000173482	PTPRM	protein tyrosine phosphatase, receptor type, M	protein_coding	18	7566780	8406758	7	0.406329499841287	0.229506726194187	0.406329499841287	0.391121646407997
ENSG00000173486	FKBP2	FK506 binding protein 2, 13kDa	protein_coding	11	64008476	64011604	15	0.822423407501743	0.633177996604544	0.822423407501743	0.0849045374487825
ENSG00000173511	VEGFB	vascular endothelial growth factor B	protein_coding	11	64002010	64006259	15	0.801689604995473	0.626573243138397	0.801689604995473	0.095993747589307
ENSG00000173517	PEAK1	pseudopodium-enriched atypical kinase 1	protein_coding	15	77400471	77712486	34	0.930276965546176	0.513186687689416	0.930276965546176	0.0313877324129337
ENSG00000173530	TNFRSF10D	tumor necrosis factor receptor superfamily, member 10d, decoy with truncated death domain	protein_coding	8	22993101	23021543	8	0.630958801670255	0.717145404847276	0.717145404847276	0.144392780007876
ENSG00000173531	MST1	macrophage stimulating 1 (hepatocyte growth factor-like)	protein_coding	3	49721397	49726931	31	0.990069866666379	0.84331605769302	0.990069866666379	0.00433415728421874
ENSG00000173535	TNFRSF10C	tumor necrosis factor receptor superfamily, member 10c, decoy without an intracellular domain	protein_coding	8	22941868	22974950	25	0.961992990127072	0.660839152160541	0.961992990127072	0.0168280925778038
ENSG00000173540	GMPPB	GDP-mannose pyrophosphorylase B	protein_coding	3	49759317	49761384	21	0.957290700179249	0.72203963377425	0.957290700179249	0.0189561601199965
ENSG00000173542	MOB1B	MOB kinase activator 1B	protein_coding	4	71768043	71853885	2	0.583400045347692	0.677738795158382	0.677738795158382	0.168937653741738
ENSG00000173545	ZNF622	zinc finger protein 622	protein_coding	5	16451628	16465901	3	0.0303309553130063	0.0158654741952738	0.0303309553130063	1.51811391080265
ENSG00000173546	CSPG4	chondroitin sulfate proteoglycan 4	protein_coding	15	75966663	76005189	4	0.64613244461093	0.765946656223257	0.765946656223257	0.115801475425602
ENSG00000173548	SNX33	sorting nexin 33	protein_coding	15	75941048	75954642	9	0.826734761047653	0.812451187818726	0.826734761047653	0.0826338015595991
ENSG00000173557	C2orf70	chromosome 2 open reading frame 70	protein_coding	2	26785450	26802400	4	0.688249568861631	0.642313277311595	0.688249568861631	0.162254051988498
