ENSGID	GENE	DESCRIPTION	GENE_TYPE	CHR	START	END	meanTwasZscore
ENSG00000174173	TRMT10C	tRNA methyltransferase 10 homolog C (S. cerevisiae) [Source:HGNC Symbol;Acc:26022]	protein_coding	3	101280706	101285290	-0.74959
ENSG00000174175	SELP	selectin P (granule membrane protein 140kDa, antigen CD62) [Source:HGNC Symbol;Acc:10721]	protein_coding	1	169558087	169599431	-1.25961
ENSG00000174177	CTU2	cytosolic thiouridylase subunit 2 homolog (S. pombe) [Source:HGNC Symbol;Acc:28005]	protein_coding	16	88772871	88781750	-0.596737724137931
ENSG00000174194	AGAP8	ArfGAP with GTPase domain, ankyrin repeat and PH domain 8 [Source:HGNC Symbol;Acc:23464]	protein_coding	10	51224681	51252947	1.34988246808511
ENSG00000174197	MGA	MGA, MAX dimerization protein [Source:HGNC Symbol;Acc:14010]	protein_coding	15	41913422	42062141	-1.29492257142857
ENSG00000174226	SNX31	sorting nexin 31 [Source:HGNC Symbol;Acc:28605]	protein_coding	8	101585116	101675643	0.895778363636364
ENSG00000174227	PIGG	phosphatidylinositol glycan anchor biosynthesis, class G [Source:HGNC Symbol;Acc:25985]	protein_coding	4	492989	533318	0.567145666666667
ENSG00000174231	PRPF8	pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:17340]	protein_coding	17	1553923	1588176	0.127353333333333
ENSG00000174233	ADCY6	adenylate cyclase 6 [Source:HGNC Symbol;Acc:237]	protein_coding	12	49159975	49182820	-0.364084285714286
ENSG00000174236	REP15	RAB15 effector protein [Source:HGNC Symbol;Acc:33748]	protein_coding	12	27850232	27850566	-2.062477
ENSG00000174238	PITPNA	phosphatidylinositol transfer protein, alpha [Source:HGNC Symbol;Acc:9001]	protein_coding	17	1421391	1466110	-0.694
ENSG00000174255	ZNF80	zinc finger protein 80 [Source:HGNC Symbol;Acc:13155]	protein_coding	3	113955052	113956425	-1.0024
ENSG00000174276	ZNHIT2	zinc finger, HIT-type containing 2 [Source:HGNC Symbol;Acc:1177]	protein_coding	11	64883875	64885170	-0.443
ENSG00000174282	ZBTB4	zinc finger and BTB domain containing 4 [Source:HGNC Symbol;Acc:23847]	protein_coding	17	7362685	7387582	1.359937
ENSG00000174292	TNK1	tyrosine kinase, non-receptor, 1 [Source:HGNC Symbol;Acc:11940]	protein_coding	17	7283853	7293045	0.194266666666667
ENSG00000174306	ZHX3	zinc fingers and homeoboxes 3 [Source:HGNC Symbol;Acc:15935]	protein_coding	20	39807088	39946312	-0.0380433333333333
ENSG00000174307	PHLDA3	pleckstrin homology-like domain, family A, member 3 [Source:HGNC Symbol;Acc:8934]	protein_coding	1	201434620	201438365	-0.12834
ENSG00000174325	DIRC1	disrupted in renal carcinoma 1 [Source:HGNC Symbol;Acc:15760]	protein_coding	2	189598882	189654831	1.04808666666667
ENSG00000174326	SLC16A11	solute carrier family 16, member 11 [Source:HGNC Symbol;Acc:23093]	protein_coding	17	6944949	6947242	1.289855
ENSG00000174327	SLC16A13	solute carrier family 16, member 13 [Source:HGNC Symbol;Acc:31037]	protein_coding	17	6939394	6943440	0.313593333333333
ENSG00000174332	GLIS1	GLIS family zinc finger 1 [Source:HGNC Symbol;Acc:29525]	protein_coding	1	53971910	54199877	-0.50978175
ENSG00000174343	CHRNA9	cholinergic receptor, nicotinic, alpha 9 (neuronal) [Source:HGNC Symbol;Acc:14079]	protein_coding	4	40337346	40357234	-1.55091
ENSG00000174348	PODN	podocan [Source:HGNC Symbol;Acc:23174]	protein_coding	1	53527854	53550806	-0.768933428571429
ENSG00000174353	STAG3L3	stromal antigen 3-like 3 [Source:HGNC Symbol;Acc:33845]	pseudogene	7	72440227	72474253	-0.484240181818182
ENSG00000174358	SLC6A19	solute carrier family 6 (neutral amino acid transporter), member 19 [Source:HGNC Symbol;Acc:27960]	protein_coding	5	1201710	1225232	0.4542
ENSG00000174370	C11orf45	chromosome 11 open reading frame 45 [Source:HGNC Symbol;Acc:28584]	protein_coding	11	128769460	128775930	-0.251262
ENSG00000174371	EXO1	exonuclease 1 [Source:HGNC Symbol;Acc:3511]	protein_coding	1	242011269	242058450	-0.1311275
ENSG00000174373	RALGAPA1	Ral GTPase activating protein, alpha subunit 1 (catalytic) [Source:HGNC Symbol;Acc:17770]	protein_coding	14	36007558	36278510	0.408097390243902
ENSG00000174374	WBSCR16	Williams-Beuren syndrome chromosome region 16 [Source:HGNC Symbol;Acc:14948]	protein_coding	7	74441226	74490064	1.35713
ENSG00000174403	C20orf166-AS1	C20orf166 antisense RNA 1 [Source:HGNC Symbol;Acc:26393]	antisense	20	61141550	61148733	0.075671
ENSG00000174405	LIG4	ligase IV, DNA, ATP-dependent [Source:HGNC Symbol;Acc:6601]	protein_coding	13	108859787	108870716	1.3921204
ENSG00000174407	C20orf166	chromosome 20 open reading frame 166 [Source:HGNC Symbol;Acc:16159]	protein_coding	20	61147660	61167971	-0.145946
ENSG00000174428	GTF2IRD2B	GTF2I repeat domain containing 2B [Source:HGNC Symbol;Acc:33125]	protein_coding	7	74508364	74565623	-1.217495
ENSG00000174429	ABRA	actin-binding Rho activating protein [Source:HGNC Symbol;Acc:30655]	protein_coding	8	107771711	107782473	-0.06203325
ENSG00000174437	ATP2A2	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2 [Source:HGNC Symbol;Acc:812]	protein_coding	12	110718561	110788895	-1.07001957142857
ENSG00000174442	ZWILCH	zwilch kinetochore protein [Source:HGNC Symbol;Acc:25468]	protein_coding	15	66797297	66842115	-0.84864
ENSG00000174444	RPL4	ribosomal protein L4 [Source:HGNC Symbol;Acc:10353]	protein_coding	15	66790355	66816870	1.06183
ENSG00000174446	SNAPC5	small nuclear RNA activating complex, polypeptide 5, 19kDa [Source:HGNC Symbol;Acc:15484]	protein_coding	15	66785806	66790151	0.607749153846154
ENSG00000174448	STARD6	StAR-related lipid transfer (START) domain containing 6 [Source:HGNC Symbol;Acc:18066]	protein_coding	18	51850728	51884286	0.2317592
ENSG00000174450	GOLGA6L2	golgin A6 family-like 2 [Source:HGNC Symbol;Acc:26695]	protein_coding	15	23684645	23692381	1.17519
ENSG00000174456	C12orf76	chromosome 12 open reading frame 76 [Source:HGNC Symbol;Acc:33790]	protein_coding	12	110465872	110511491	-0.771145
ENSG00000174469	CNTNAP2	contactin associated protein-like 2 [Source:HGNC Symbol;Acc:13830]	protein_coding	7	145813453	148118090	-0.254612333333333
ENSG00000174473	GALNTL6	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 6 [Source:HGNC Symbol;Acc:33844]	protein_coding	4	172733405	173962710	0.342846
ENSG00000174482	LINGO2	leucine rich repeat and Ig domain containing 2 [Source:HGNC Symbol;Acc:21207]	protein_coding	9	27948076	28670283	0.387149111111111
ENSG00000174483	BBS1	Bardet-Biedl syndrome 1 [Source:HGNC Symbol;Acc:966]	protein_coding	11	66278077	66301098	0.257956666666667
ENSG00000174485	DENND4A	DENN/MADD domain containing 4A [Source:HGNC Symbol;Acc:24321]	protein_coding	15	65950384	66084631	0.146752571428571
ENSG00000174498	IGDCC3	immunoglobulin superfamily, DCC subclass, member 3 [Source:HGNC Symbol;Acc:9700]	protein_coding	15	65619465	65670378	-0.6852828
ENSG00000174500	GCSAM	germinal center-associated, signaling and motility [Source:HGNC Symbol;Acc:20253]	protein_coding	3	111839688	111852152	-0.135479333333333
ENSG00000174501	ANKRD36C	ankyrin repeat domain 36C [Source:HGNC Symbol;Acc:32946]	protein_coding	2	96514587	96657541	-0.366845846153846
ENSG00000174502	SLC26A9	solute carrier family 26 (anion exchanger), member 9 [Source:HGNC Symbol;Acc:14469]	protein_coding	1	205882176	205912588	-0.000134999999999987
ENSG00000174514	MFSD4	major facilitator superfamily domain containing 4 [Source:HGNC Symbol;Acc:25433]	protein_coding	1	205538013	205572046	0.3592645
ENSG00000174516	PELI3	pellino E3 ubiquitin protein ligase family member 3 [Source:HGNC Symbol;Acc:30010]	protein_coding	11	66234216	66244808	-0.4691
ENSG00000174521	TTC9B	tetratricopeptide repeat domain 9B [Source:HGNC Symbol;Acc:26395]	protein_coding	19	40721965	40724306	0.21895475
ENSG00000174527	MYO1H	myosin IH [Source:HGNC Symbol;Acc:13879]	protein_coding	12	109785708	109893328	0.061379
ENSG00000174529	TMEM81	transmembrane protein 81 [Source:HGNC Symbol;Acc:32349]	protein_coding	1	205052258	205053645	0.15515796
ENSG00000174547	MRPL11	mitochondrial ribosomal protein L11 [Source:HGNC Symbol;Acc:14042]	protein_coding	11	66202546	66234209	0.259992
ENSG00000174564	IL20RB	interleukin 20 receptor beta [Source:HGNC Symbol;Acc:6004]	protein_coding	3	136676707	136729927	-0.0178041875
ENSG00000174567	GOLT1A	golgi transport 1A [Source:HGNC Symbol;Acc:24766]	protein_coding	1	204167288	204183220	1.108655
ENSG00000174574	AKIRIN1	akirin 1 [Source:HGNC Symbol;Acc:25744]	protein_coding	1	39456895	39471731	-0.277464166666667
ENSG00000174576	NPAS4	neuronal PAS domain protein 4 [Source:HGNC Symbol;Acc:18983]	protein_coding	11	66188475	66194178	-0.994169
ENSG00000174579	MSL2	male-specific lethal 2 homolog (Drosophila) [Source:HGNC Symbol;Acc:25544]	protein_coding	3	135867764	135916083	-0.259573
ENSG00000174586	ZNF497	zinc finger protein 497 [Source:HGNC Symbol;Acc:23714]	protein_coding	19	58866550	58874214	-0.379980071428571
ENSG00000174595	KLF14	Kruppel-like factor 14 [Source:HGNC Symbol;Acc:23025]	protein_coding	7	130417401	130418888	-0.584645333333333
ENSG00000174599	TRAM1L1	translocation associated membrane protein 1-like 1 [Source:HGNC Symbol;Acc:28371]	protein_coding	4	118004718	118006736	-0.1094915
ENSG00000174600	CMKLR1	chemokine-like receptor 1 [Source:HGNC Symbol;Acc:2121]	protein_coding	12	108681821	108733118	-1.06620666666667
ENSG00000174606	ANGEL2	angel homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:30534]	protein_coding	1	213165524	213189168	-0.471654186046512
ENSG00000174607	UGT8	UDP glycosyltransferase 8 [Source:HGNC Symbol;Acc:12555]	protein_coding	4	115519611	115599380	-0.487411625
ENSG00000174611	KY	kyphoscoliosis peptidase [Source:HGNC Symbol;Acc:26576]	protein_coding	3	134321980	134369864	0.545338142857143
ENSG00000174628	IQCK	IQ motif containing K [Source:HGNC Symbol;Acc:28556]	protein_coding	16	19727778	19868615	-0.371043
ENSG00000174640	SLCO2A1	solute carrier organic anion transporter family, member 2A1 [Source:HGNC Symbol;Acc:10955]	protein_coding	3	133651540	133771028	0.185188
ENSG00000174652	ZNF266	zinc finger protein 266 [Source:HGNC Symbol;Acc:13059]	protein_coding	19	9523272	9546254	0.403882555555556
ENSG00000174667	OR7D4	olfactory receptor, family 7, subfamily D, member 4 [Source:HGNC Symbol;Acc:8380]	protein_coding	19	9324526	9325542	-2.641303
ENSG00000174672	BRSK2	BR serine/threonine kinase 2 [Source:HGNC Symbol;Acc:11405]	protein_coding	11	1411129	1483919	-0.534445142857143
ENSG00000174680	GRIK1-AS1	GRIK1 antisense RNA 1 [Source:HGNC Symbol;Acc:16458]	antisense	21	31120494	31136321	-0.63541
ENSG00000174684	B3GNT1	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1 [Source:HGNC Symbol;Acc:15685]	protein_coding	11	66112843	66115163	1.50559376923077
ENSG00000174695	TMEM167A	transmembrane protein 167A [Source:HGNC Symbol;Acc:28330]	protein_coding	5	82348665	82373682	0.246673375
ENSG00000174697	LEP	leptin [Source:HGNC Symbol;Acc:6553]	protein_coding	7	127881337	127897681	-0.292
ENSG00000174705	SH3PXD2B	SH3 and PX domains 2B [Source:HGNC Symbol;Acc:29242]	protein_coding	5	171752185	171881527	-0.326118882352941
ENSG00000174718	KIAA1551	KIAA1551 [Source:HGNC Symbol;Acc:25559]	protein_coding	12	32112304	32146039	-0.0291586153846154
ENSG00000174720	LARP7	La ribonucleoprotein domain family, member 7 [Source:HGNC Symbol;Acc:24912]	protein_coding	4	113558146	113578748	-0.882675857142857
ENSG00000174721	FGFBP3	fibroblast growth factor binding protein 3 [Source:HGNC Symbol;Acc:23428]	protein_coding	10	93666346	93669240	-0.1185412
ENSG00000174738	NR1D2	nuclear receptor subfamily 1, group D, member 2 [Source:HGNC Symbol;Acc:7963]	protein_coding	3	23986751	24022109	1.055375
ENSG00000174744	BRMS1	breast cancer metastasis suppressor 1 [Source:HGNC Symbol;Acc:17262]	protein_coding	11	66104804	66112596	0.239110666666667
ENSG00000174749	C4orf32	chromosome 4 open reading frame 32 [Source:HGNC Symbol;Acc:26813]	protein_coding	4	113066553	113116412	0.235419461538462
ENSG00000174775	HRAS	Harvey rat sarcoma viral oncogene homolog [Source:HGNC Symbol;Acc:5173]	protein_coding	11	532242	537287	-0.519439714285714
ENSG00000174776	WDR49	WD repeat domain 49 [Source:HGNC Symbol;Acc:26587]	protein_coding	3	167196472	167371771	0.293
ENSG00000174780	SRP72	signal recognition particle 72kDa [Source:HGNC Symbol;Acc:11303]	protein_coding	4	57333081	57369273	1.45653431034483
ENSG00000174788	PCP2	Purkinje cell protein 2 [Source:HGNC Symbol;Acc:30209]	protein_coding	19	7697279	7698634	-0.23907265
ENSG00000174791	RIN1	Ras and Rab interactor 1 [Source:HGNC Symbol;Acc:18749]	protein_coding	11	66099533	66104311	-0.57829475
ENSG00000174792	C4orf26	chromosome 4 open reading frame 26 [Source:HGNC Symbol;Acc:26300]	protein_coding	4	76481258	76491095	0.561257692307692
ENSG00000174799	CEP135	centrosomal protein 135kDa [Source:HGNC Symbol;Acc:29086]	protein_coding	4	56815037	56899529	-0.4961
ENSG00000174804	FZD4	frizzled family receptor 4 [Source:HGNC Symbol;Acc:4042]	protein_coding	11	86656721	86666433	0.45202
ENSG00000174808	BTC	betacellulin [Source:HGNC Symbol;Acc:1121]	protein_coding	4	75669969	75719896	1.23475666666667
ENSG00000174827	PDZK1	PDZ domain containing 1 [Source:HGNC Symbol;Acc:8821]	protein_coding	1	145726918	145764074	-0.647783333333333
ENSG00000174837	EMR1	egf-like module containing, mucin-like, hormone receptor-like 1 [Source:HGNC Symbol;Acc:3336]	protein_coding	19	6887577	6940470	0.797906
ENSG00000174839	DENND6A	DENN/MADD domain containing 6A [Source:HGNC Symbol;Acc:26635]	protein_coding	3	57611184	57678816	0.910276
ENSG00000174840	PDE12	phosphodiesterase 12 [Source:HGNC Symbol;Acc:25386]	protein_coding	3	57542003	57552571	0.33433
ENSG00000174842	GLMN	glomulin, FKBP associated protein [Source:HGNC Symbol;Acc:14373]	protein_coding	1	92711959	92764521	-0.11118
ENSG00000174844	DNAH12	dynein, axonemal, heavy chain 12 [Source:HGNC Symbol;Acc:2943]	protein_coding	3	57327727	57530071	0.053903125
ENSG00000174851	YIF1A	Yip1 interacting factor homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:16688]	protein_coding	11	66052051	66056641	1.47879172727273
ENSG00000174871	CNIH2	cornichon family AMPA receptor auxiliary protein 2 [Source:HGNC Symbol;Acc:28744]	protein_coding	11	66045661	66051683	-0.70288
ENSG00000174885	NLRP6	NLR family, pyrin domain containing 6 [Source:HGNC Symbol;Acc:22944]	protein_coding	11	278365	285359	0.619588857142857
ENSG00000174886	NDUFA11	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 11, 14.7kDa [Source:HGNC Symbol;Acc:20371]	protein_coding	19	5891287	5904017	0.648095333333333
ENSG00000174891	RSRC1	arginine/serine-rich coiled-coil 1 [Source:HGNC Symbol;Acc:24152]	protein_coding	3	157825578	158263519	0.486007444444444
ENSG00000174898	CATSPERD	catsper channel auxiliary subunit delta [Source:HGNC Symbol;Acc:28598]	protein_coding	19	5720688	5778745	0.156307
ENSG00000174899	C3orf55	chromosome 3 open reading frame 55 [Source:HGNC Symbol;Acc:25146]	protein_coding	3	157261035	157395538	-0.855987142857143
ENSG00000174903	RAB1B	RAB1B, member RAS oncogene family [Source:HGNC Symbol;Acc:18370]	protein_coding	11	66036004	66044639	-0.64657
ENSG00000174912	METTL15P1	methyltransferase like 15 pseudogene 1 [Source:HGNC Symbol;Acc:31926]	pseudogene	3	156431673	156432717	-0.363660333333333
ENSG00000174915	PTDSS2	phosphatidylserine synthase 2 [Source:HGNC Symbol;Acc:15463]	protein_coding	11	448268	491387	-0.493727566666667
ENSG00000174917	C19orf70	chromosome 19 open reading frame 70 [Source:HGNC Symbol;Acc:33702]	protein_coding	19	5678432	5680614	1.55936933333333
ENSG00000174928	C3orf33	chromosome 3 open reading frame 33 [Source:HGNC Symbol;Acc:26434]	protein_coding	3	155480401	155524140	0.363101571428571
ENSG00000174938	SEZ6L2	seizure related 6 homolog (mouse)-like 2 [Source:HGNC Symbol;Acc:30844]	protein_coding	16	29882480	29910868	-0.856047166666667
ENSG00000174939	ASPHD1	aspartate beta-hydroxylase domain containing 1 [Source:HGNC Symbol;Acc:27380]	protein_coding	16	29911696	29930956	-1.5191
ENSG00000174943	KCTD13	potassium channel tetramerization domain containing 13 [Source:HGNC Symbol;Acc:22234]	protein_coding	16	29916333	29938156	-1.17167571428571
ENSG00000174944	P2RY14	purinergic receptor P2Y, G-protein coupled, 14 [Source:HGNC Symbol;Acc:16442]	protein_coding	3	150929905	150996255	0.592459444444444
ENSG00000174945	AMZ1	archaelysin family metallopeptidase 1 [Source:HGNC Symbol;Acc:22231]	protein_coding	7	2719156	2815134	0.7540875
ENSG00000174946	GPR171	G protein-coupled receptor 171 [Source:HGNC Symbol;Acc:30057]	protein_coding	3	150915619	150920988	1.45566
ENSG00000174950	CD164L2	CD164 sialomucin-like 2 [Source:HGNC Symbol;Acc:32043]	protein_coding	1	27705666	27709870	-0.0851254444444444
ENSG00000174951	FUT1	fucosyltransferase 1 (galactoside 2-alpha-L-fucosyltransferase, H blood group) [Source:HGNC Symbol;Acc:4012]	protein_coding	19	49251268	49258647	0.5613
ENSG00000174953	DHX36	DEAH (Asp-Glu-Ala-His) box polypeptide 36 [Source:HGNC Symbol;Acc:14410]	protein_coding	3	153990335	154042286	0.776160741935484
ENSG00000174963	ZIC4	Zic family member 4 [Source:HGNC Symbol;Acc:20393]	protein_coding	3	147103833	147124647	-0.1296932
ENSG00000174989	FBXW8	F-box and WD repeat domain containing 8 [Source:HGNC Symbol;Acc:13597]	protein_coding	12	117348761	117468953	1.0323145
ENSG00000174990	CA5A	carbonic anhydrase VA, mitochondrial [Source:HGNC Symbol;Acc:1377]	protein_coding	16	87921625	87970135	-2.30447
ENSG00000174996	KLC2	kinesin light chain 2 [Source:HGNC Symbol;Acc:20716]	protein_coding	11	66024765	66035331	0.787082916666667
ENSG00000175003	SLC22A1	solute carrier family 22 (organic cation transporter), member 1 [Source:HGNC Symbol;Acc:10963]	protein_coding	6	160542821	160579750	-0.846314277777778
ENSG00000175029	CTBP2	C-terminal binding protein 2 [Source:HGNC Symbol;Acc:2495]	protein_coding	10	126676759	126849739	-0.797165
ENSG00000175040	CHST2	carbohydrate (N-acetylglucosamine-6-O) sulfotransferase 2 [Source:HGNC Symbol;Acc:1970]	protein_coding	3	142838173	142841800	-0.716385333333333
ENSG00000175048	ZDHHC14	zinc finger, DHHC-type containing 14 [Source:HGNC Symbol;Acc:20341]	protein_coding	6	157802165	158099178	0.154718333333333
ENSG00000175054	ATR	ataxia telangiectasia and Rad3 related [Source:HGNC Symbol;Acc:882]	protein_coding	3	142168077	142297668	-0.8337728
ENSG00000175061	C17orf76-AS1	FAM211A antisense RNA 1 [Source:HGNC Symbol;Acc:28619]	processed_transcript	17	16342136	16381992	0.274133357142857
ENSG00000175066	GK5	glycerol kinase 5 (putative) [Source:HGNC Symbol;Acc:28635]	protein_coding	3	141882414	141944449	-0.449521666666667
ENSG00000175073	VCPIP1	valosin containing protein (p97)/p47 complex interacting protein 1 [Source:HGNC Symbol;Acc:30897]	protein_coding	8	67540722	67579452	-0.7466
ENSG00000175077	RTP1	receptor (chemosensory) transporter protein 1 [Source:HGNC Symbol;Acc:28580]	protein_coding	3	186917902	186919253	-0.134574666666667
ENSG00000175084	DES	desmin [Source:HGNC Symbol;Acc:2770]	protein_coding	2	220283099	220291461	1.63834
ENSG00000175087	PDIK1L	PDLIM1 interacting kinase 1 like [Source:HGNC Symbol;Acc:18981]	protein_coding	1	26437664	26452034	1.165396
ENSG00000175104	TRAF6	TNF receptor-associated factor 6, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:12036]	protein_coding	11	36508577	36531822	-0.2783345
ENSG00000175105	ZNF654	zinc finger protein 654 [Source:HGNC Symbol;Acc:25612]	protein_coding	3	88188254	88193815	0.975368
ENSG00000175106	TVP23C	trans-golgi network vesicle protein 23 homolog C (S. cerevisiae) [Source:HGNC Symbol;Acc:30453]	protein_coding	17	15405578	15466909	0.5608555
